Laptop_name,Price(VND),GPU,CPU,RAM(GB),Storage(GB),Screen_size(inches)
Laptop gaming ACER Nitro 5 AN515-58-5193,24490000.0,NVIDIA GeForce RTX 4050,Intel Core i512450H,16.0,512.0,15.6
Laptop HP Pavilion 15-eg3091TU - 8C5L2PA,25290000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,15.6
Laptop HP 15-fd0083TU - 8D736PA,19390000.0,Intel UHD Graphics,Intel Core i71355U,16.0,512.0,15.6
Laptop ACER Aspire 5 A514-56P-742F,15990000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,14.0
Laptop Dell Inspiron 14 5430 - i5P165W11SL2050,26790000.0,NVIDIA GeForce RTX 2050,Intel Core i51340P,16.0,512.0,14.0
Laptop HP 15-fd0079TU - 8D732PA,16890000.0,Intel UHD Graphics,Intel Core i51335U,16.0,512.0,15.6
Laptop ASUS Vivobook 15X1504ZA-NJ582W,10690000.0,Intel UHD Graphics,Intel Core i31215U,8.0,512.0,15.6
Laptop Dell Vostro 5630 - i5U165W11GRU,22990000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,16.0
Laptop HP Pavilion 15-eg3111TU,18990000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,15.6
Laptop HP 14-ep0112TU,17190000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,14.0
Laptop HP 14-ep0110TU,19890000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,14.0
Laptop GIGABYTE G5 KF-E3PH333SH,24690000.0,NVIDIA GeForce RTX 4060,Intel Core i512500H,8.0,512.0,15.6
Laptop HP Pavilion 15-eg3112TU,22990000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,15.6
Laptop gaming HP Victus 16-r0127TX - 8C5N2PA,34490000.0,NVIDIA GeForce RTX 4060,Intel Core i713700H,16.0,512.0,16.1
Laptop gaming HP Victus 16-r0129TX - 8C5N4PA,27990000.0,NVIDIA GeForce RTX 3050,Intel Core i713700H,16.0,512.0,16.1
Laptop HP ProBook 440 G10 - 873A2PA,15390000.0,Intel UHD Graphics,Intel Core i31315U,8.0,256.0,14.0
Laptop HP ProBook 440 G10 - 873B8PA,24090000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,14.0
Laptop HP Pavilion 15-eg3093TU,18990000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,15.6
Laptop Lenovo IdeaPad Slim 5 14IAH8 - 83BF002NVN,15990000.0,Intel UHD Graphics,Intel Core i512450H,16.0,512.0,14.0
Laptop gaming MSI Stealth 16 Mercedes-AMG Motorsport A13VG,77990000.0,NVIDIA GeForce RTX 4070,Intel Core i913900H,32.0,2048.0,16.0
Laptop ACER Gaming Aspire 7 A715-76G-5806,16990000.0,NVIDIA GeForce RTX 3050,Intel Core i512450H,16.0,512.0,15.6
Laptop ACER Nitro 5 Tiger AN515-58-5935,22790000.0,NVIDIA GeForce RTX 4050,Intel Core i512450H,8.0,512.0,15.6
Laptop Dell Inspiron T7430 - N7430I58W1,21490000.0,Intel Iris Xe Graphics,Intel Core i51335U,8.0,512.0,14.0
Laptop Lenovo Ideapad Slim 5 Light 14ABR8 - 82XS0007VN,13990000.0,AMD Radeon Graphics,AMD Ryzen 7 7730U,8.0,512.0,14.0
Laptop gaming ASUS TUF Gaming F15 FX507ZC4-HN074W,18990000.0,NVIDIA GeForce RTX 3050,Intel Core i512500H,8.0,512.0,15.6
Laptop Acer Gaming Aspire 7 A715-76G-59MW,15990000.0,NVIDIA GeForce RTX 2050,Intel Core i512450H,8.0,512.0,15.6
Laptop MSI Prestige 13 Evo A13M - 081VN,24990000.0,Intel Iris Xe Graphics,Intel Core i71360P,16.0,1024.0,13.3
Laptop MSI Modern 15 B7M-238VN,12990000.0,AMD Radeon Graphics,AMD Ryzen 7 7730U,16.0,512.0,15.6
Laptop ACER Aspire 3 A315-58-529V,9990000.0,Intel Iris Xe Graphics,Intel Core i51135G7,8.0,256.0,15.6
Laptop Acer Aspire 5 A514-56P-35X7,10990000.0,Intel UHD Graphics,Intel Core i31315U,8.0,512.0,14.0
Laptop Acer Aspire 3 A314-23M-R4TX,9990000.0,AMD Radeon 610,AMD Ryzen 5 7520U,8.0,512.0,14.0
Laptop Gigabyte AORUS 15 9MF-E2VN583SH,22990000.0,NVIDIA GeForce RTX 4050,Intel Core i512500H,8.0,512.0,15.6
Laptop Dell Vostro 5630,21590000.0,Intel Iris Xe Graphics,Intel Core i51340P,8.0,512.0,16.0
Laptop Dell Inspiron 14 7430,27990000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,14.0
Laptop MSI Modern 15 B7M-231VN,14990000.0,AMD Radeon Graphics,AMD Ryzen 5 7530U,16.0,512.0,15.6
Laptop LG Gram 14Z90RS-G.AH54A5,27990000.0,Intel Iris Xe Graphics,Intel Core i51340P,16.0,512.0,14.0
Laptop LG Gram 2023 15Z90RT-G.AH55A5,40890000.0,Intel Iris Xe Graphics,Intel Core i51340P,16.0,512.0,15.6
Laptop LG Gram 2023 14Z90R-G.AH53A5,22990000.0,Intel Iris Xe Graphics,Intel Core i51340P,16.0,256.0,14.0
Laptop LG Gram 2023 16ZD90R-G.AX55A5,37990000.0,Intel Iris Xe Graphics,Intel Core i51340P,16.0,512.0,16.0
Laptop Asus Vivobook S3405VA-KM072W,22990000.0,Intel Iris Xe Graphics,Intel Core i513500H,16.0,512.0,14.0
Laptop Asus Vivobook S3405VA-KM071W,22990000.0,Intel Iris Xe Graphics,Intel Core i913900H,16.0,512.0,14.0
Laptop Asus Zenbook 14 OLED UX3402VA-KM068W,29990000.0,Intel Iris Xe Graphics,Intel Core i71360P,16.0,512.0,14.0
Laptop LG Gram 2023 14ZD90R-G.AX52A5,23990000.0,Intel Iris Xe Graphics,Intel Core i51340P,8.0,256.0,14.0
Laptop Asus Vivobook X1504VA-NJ070W,15690000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,15.6
Laptop gaming ASUS TUF Gaming A15 FA507NV-LP046W,27990000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 7 7735HS,8.0,512.0,15.6
Laptop MSI Modern 14 C13M-607VN,14490000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,14.0
Laptop MSI Modern 15 B13M-438VN,12990000.0,Intel Iris Xe Graphics,Intel Core i51335U,8.0,512.0,15.6
Laptop ASUS Vivobook S 14 Flip TP3402VA-LZ118W,22990000.0,Intel Iris Xe Graphics,Intel Core i913900H,16.0,512.0,14.0
Laptop gaming MSI Cyborg 15 A12UCX-281VN,15990000.0,NVIDIA GeForce RTX 2050,Intel Core i512450H,8.0,512.0,15.6
Laptop ASUS Vivobook 15 OLED A1505VA-L1114W,17490000.0,Intel Iris Xe Graphics,Intel Core i513500H,16.0,512.0,15.6
Laptop ASUS Vivobook 14 OLED A1405VA-KM095W,16990000.0,Intel Iris Xe Graphics,Intel Core i513500H,16.0,512.0,14.0
Laptop ASUS Vivobook 15 X1504VA-NJ069W,13690000.0,Intel UHD Graphics,Intel Core i31315U,8.0,512.0,15.6
Laptop Asus ZenBook 14 OLED UX3402VA-KM203W,23590000.0,Intel Iris Xe Graphics,Intel Core i51340P,16.0,512.0,14.0
Laptop MSI Katana 15 B13VFK - 676VN,27990000.0,NVIDIA GeForce RTX 4060,Intel Core i713620H,16.0,1024.0,15.6
Laptop gaming ACER Nitro 5 AN515-58-50D2,22990000.0,NVIDIA GeForce RTX 3060,Intel Core i512500H,16.0,512.0,15.6
Laptop ASUS Vivobook 15 OLED A1505VA-L1201W,21390000.0,Intel Iris Xe Graphics,Intel Core i913900H,16.0,512.0,15.6
Laptop GIGABYTE G5 GE-51VN263SH,19290000.0,NVIDIA GeForce RTX 3050,Intel Core i512500H,8.0,512.0,15.6
Laptop ACER Swift Edge SFA16-41-R3L6,25990000.0,AMD Radeon 680M,AMD Ryzen 7 6800U,16.0,1024.0,16.0
Laptop MSI Modern 14 C13M-458VN,11990000.0,Intel Iris Xe Graphics,Intel Core i51335U,8.0,512.0,14.0
Laptop HP Envy x360 13-bf0113TU,24990000.0,Intel UHD Graphics,Intel Core i51230U,8.0,512.0,13.3
Laptop HP Pavilion 15-eg2088TU,19490000.0,Intel Iris Xe Graphics,Intel Core i71260P,16.0,512.0,15.6
Laptop HP Pavilion 15-eg2089TU,18990000.0,Intel Iris Xe Graphics,Intel Core i71260P,8.0,512.0,15.6
Laptop HP Pavilion 15-eg2081TU,17190000.0,Intel Iris Xe Graphics,Intel Core i51240P,16.0,512.0,15.6
Laptop HP Pavilion 14-dv2071TU,20990000.0,Intel Iris Xe Graphics,Intel Core i71255U,16.0,512.0,14.0
Laptop HP Pavilion 14-dv2072TU,17990000.0,Intel Iris Xe Graphics,Intel Core i71255U,8.0,512.0,14.0
Laptop HP 15s-fq5160TU,16190000.0,Intel Iris Xe Graphics,Intel Core i51235U,16.0,512.0,15.6
Laptop HP 15s-fq5144TU,17990000.0,Intel Iris Xe Graphics,Intel Core i71255U,16.0,512.0,15.6
Laptop HP 15s-fq5159TU,17690000.0,Intel Iris Xe Graphics,Intel Core i71255U,8.0,256.0,15.6
Laptop Acer Aspire 3 A315-59-51X8,10490000.0,Intel UHD Graphics,Intel Core i51235U,8.0,512.0,15.6
Laptop ACER Aspire 5 A514-55-5954,12490000.0,Intel Iris Xe Graphics,Intel Core i51235U,8.0,512.0,14.0
Laptop Acer Aspire 3 A315-59-381E,9790000.0,Intel UHD Graphics,Intel Core i31215U,8.0,512.0,15.6
Laptop HP Probook 450 G9,22290000.0,Intel Iris Xe Graphics,Intel Core i71255U,16.0,512.0,15.6
Laptop HP ProBook 440 G9,18490000.0,Intel UHD Graphics,Intel Core i51235U,8.0,512.0,14.0
Laptop Lenovo IdeaPad 3 15IAU7 - 82RK001QVN,16490000.0,Intel UHD Graphics,Intel Core i51235U,8.0,512.0,15.6
Laptop Lenovo IdeaPad 3 - 14ABA7-82RM003UVN,12990000.0,AMD Radeon Graphics,AMD Ryzen 7 5825U,8.0,512.0,14.0
Laptop ASUS Vivobook 14X OLED A1403ZA-KM161W A1403ZA-KM161W,19490000.0,Intel Iris Xe Graphics,Intel Core i512500H,8.0,256.0,14.0
Laptop Acer Aspire 3 A315-58-54M5,13690000.0,Intel Iris Xe Graphics,Intel Core i51135G7,4.0,512.0,15.6
Laptop ASUS Vivobook Pro M3401QA-KM025W,19990000.0,AMD Radeon Graphics,AMD Ryzen 7 5800H,8.0,512.0,14.0
Laptop Asus VivoBook Pro M3401QA-KM006W,17990000.0,AMD Radeon Graphics,AMD Ryzen 5 5600H,8.0,512.0,14.0
Laptop Acer Swift 3 SF314-511-55QE,23790000.0,Intel Iris Xe Graphics,Intel Core i51135G7,16.0,512.0,14.0
"Apple MacBook Air M2 13.6""",33390000.0,,Apple M2,16.0,512.0,13.6
"Apple MacBook Pro M3 14.2""",43990000.0,,Apple M3,16.0,512.0,14.2
MacBook Air M2 2022 13 inch,29290000.0,,Apple M2,8.0,512.0,13.6
MacBook Air M3 13 inch,36990000.0,,Apple M3,16.0,512.0,13.6
MacBook Pro 14 inch M3 Max 2023,81690000.0,,Apple M3 Max,36.0,1024.0,14.0
MacBook Pro 16 inch M3 Pro 2023,66390000.0,,Apple M3 Pro,18.0,512.0,16.0
MacBook Pro 14 inch M3 Pro 2023,48790000.0,,Apple M3 Pro,18.0,512.0,14.0
MacBook Air M1 2020 13 inch,18390000.0,,Apple M1,8.0,256.0,13.3
MacBook Air M3 15 inch 2024,41890000.0,,Apple M3,16.0,512.0,15.3
Laptop ACER Nitro V 15 ProPanel ANV15-51-73UU,27990000.0,NVIDIA GeForce RTX 3050,Intel Core i713620H,16.0,512.0,15.6
Laptop gaming Lenovo Legion Pro 7 16IRX9H - 83DE001MVN,97990000.0,NVIDIA GeForce RTX 4090,Intel Core i914900HX,32.0,1024.0,16.0
Laptop gaming Lenovo Legion 5 16IRX9 - 83DG0051VN,42490000.0,NVIDIA GeForce RTX 4060,Intel Core i714650HX,16.0,1024.0,16.0
Laptop gaming Lenovo Legion 5 16IRX9 - 83DG004XVN,40190000.0,NVIDIA GeForce RTX 4060,Intel Core i713650HX,16.0,512.0,16.0
Laptop Lenovo Yoga Pro 7 14IMH9 - 83E2005DVN,43490000.0,NVIDIA GeForce RTX 4050,Intel Core Ultra 7155H,32.0,1024.0,14.5
Laptop Lenovo IdeaPad Slim 5 14IMH9 - 83DA0020VN,26490000.0,Intel Arc Graphics,Intel Core Ultra 7155H,32.0,1024.0,14.0
Laptop Lenovo Ideapad Slim 5 14IMH9 - 83DA001YVN,25390000.0,Intel Arc Graphics,Intel Core Ultra 7155H,32.0,512.0,14.0
Laptop gaming Lenovo LOQ 15ARP9 - 83JC003YVN,29190000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 7 7435HS,24.0,512.0,15.6
Laptop ACER Gaming Predator Helios 18 - PH18-72-908N,100190000.0,NVIDIA GeForce RTX 4090,Intel Core i914900HX,32.0,2048.0,18.0
Laptop ASUS ROG Strix SCAR 16 G634JYR-RA132W,120090000.0,NVIDIA GeForce RTX 4090,Intel Core i914900HX,64.0,2048.0,16.0
Laptop AI Lenovo ThinkPad E16 G2 T - 21MA004HVN,26990000.0,Intel Arc Graphics,Intel Core Ultra 7155U,16.0,512.0,16.0
Laptop ACER Swift Go AI OLED SFG14-73-75YM,26290000.0,Intel Arc Graphics,Intel Core Ultra 7155H,16.0,512.0,14.0
Laptop AI Lenovo Yoga 7 2-in-1 14IML9 - 83DJ001FVN,28990000.0,Intel Arc Graphics,Intel Core Ultra 7155H,16.0,512.0,14.0
Laptop Lenovo IdeaPad Slim 5 14AHP9 - 83DB003BVN,21490000.0,AMD Radeon 780M,AMD Ryzen 7 8845HS,16.0,512.0,14.0
Laptop ASUS ROG Zephyrus G16 GU605MV-QR196W,63990000.0,NVIDIA GeForce RTX 4060,Intel Core Ultra 9185H,32.0,1024.0,16.0
Laptop MSI Katana A15 AI B8VF-419VN,30490000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 7 8845HS,16.0,512.0,15.6
Laptop ASUS ROG Zephyrus G14 GA403UV-QS170W,55590000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 9 8945HS,32.0,1024.0,14.0
Laptop ASUS ROG Zephyrus G14 GA403UV-QS171W,55590000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 9 8945HS,32.0,1024.0,14.0
Laptop AI ASUS ROG Zephyrus G14 GA403UU-QS101W,51990000.0,NVIDIA GeForce RTX 4050,AMD Ryzen 9 8945HS,32.0,512.0,14.0
Laptop AI ASUS TUF Gaming A15 FA507UV-LP090W,32990000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 9 8945H,16.0,512.0,15.6
Laptop ASUS Zenbook DUO OLED UX8406MA-PZ142W,56490000.0,Intel Arc Graphics,Intel Core Ultra 9185H,32.0,1024.0,14.0
Laptop gaming HP Omen 16-xf0070AX - 8W945PA,59590000.0,NVIDIA GeForce RTX 4070,AMD Ryzen 9 7940HS,32.0,1024.0,16.1
Laptop AI Lenovo LOQ 15APH8 - 82XT00AKVN,26490000.0,NVIDIA GeForce RTX 4050,AMD Ryzen 7 7840HS,16.0,512.0,15.6
Laptop Lenovo Legion Slim 5 16AHP9 - 83DH003AVN,38590000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 7 8845HS,16.0,512.0,16.0
Laptop ACER Swift Go SFG14-72-55HZ,21990000.0,Intel Arc Graphics,Intel Core Ultra 5125H,16.0,512.0,14.0
Laptop MSI Sword 16 HX B14VEKG-039VN,31990000.0,NVIDIA GeForce RTX 4050,Intel Core i714700HX,16.0,1024.0,16.0
Laptop Dell Gaming G15 5530,41090000.0,NVIDIA GeForce RTX 4060,Intel Core i713650HX,16.0,1024.0,15.6
Laptop gaming Lenovo Legion 9 16IRX9 - 83G0001AVN,141990000.0,NVIDIA GeForce RTX 4090,Intel Core i914900HX,64.0,1024.0,16.0
Laptop ASUS Gaming ROG G614JU-N3135W,31990000.0,NVIDIA GeForce RTX 4050,Intel Core i513450HX,8.0,512.0,16.0
MacBook Air M2 2023 15 inch,27390000.0,,Apple M2,8.0,256.0,15.3
Laptop ASUS Vivobook S 15  | Snapdragon X Elite; AI Copilot+ PC,32990000.0,Qualcomm Adreno GPU,Snapdragon X1E 78 100,32.0,1024.0,15.6
Laptop Dell Inspiron 14 5440 - NDY5V1,19990000.0,Intel Iris Xe Graphics,Intel Core i51334U,16.0,512.0,14.0
Laptop Dell Inspiron 14 5440 - 7FN5J,26590000.0,Intel Iris Xe Graphics,Intel Core 7 150U,16.0,1024.0,14.0
Laptop Dell Inspiron 3520 - N5I5052W1,16490000.0,Intel Iris Xe Graphics,Intel Core i51235U,16.0,512.0,15.6
Laptop Dell Inspiron 15 3530 - P16WD,21890000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,1024.0,15.6
Laptop gaming ASUS TUF Gaming F15 FX507VU-LP197W,29990000.0,NVIDIA GeForce RTX 4050,Intel Core i713620H,32.0,512.0,15.6
Laptop gaming MSI Thin GF63 12VE - 454VN,19990000.0,NVIDIA GeForce RTX 4050,Intel Core i512450H,16.0,512.0,15.6
Laptop HP ProBook 440 G10 - 9H8U6PT,21890000.0,Intel UHD Graphics,Intel Core i51335U,16.0,512.0,14.0
Laptop Dell Vostro 3520 - 71030559,16490000.0,Intel Iris Xe Graphics,Intel Core i51235U,16.0,512.0,15.6
Laptop HP ProBook 450 G10 - 9H8W0PT,26390000.0,Intel UHD Graphics,Intel Core i71360P,16.0,512.0,15.6
Laptop Lenovo LOQ 15IRH8 - 82XV00QXVN,27990000.0,NVIDIA GeForce RTX 4050,Intel Core i713620H,16.0,512.0,15.6
Laptop Dell Vostro 15 3530 - 80GG93,18490000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,15.6
Laptop ACER Swift X 14 AI OLED SFX14-72G-77F9,44990000.0,NVIDIA GeForce RTX 4050,Intel Core Ultra 7155H,32.0,1024.0,14.5
Laptop ACER Aspire 3 A314-42P-R3B3,13990000.0,AMD Radeon Graphics,AMD Ryzen 7 5700U,16.0,512.0,14.0
Laptop ACER Aspire 5 A515-58M-79R7,20000000.0,Intel UHD Graphics 770,Intel Core i713620H,16.0,512.0,15.6
Laptop HP ProBook 440 G10 - 9H8U4PT,21490000.0,Intel UHD Graphics,Intel Core i51335U,8.0,512.0,14.0
Laptop HP Elitebook 630 G10 - 9J0B5PT,22690000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,13.3
Laptop HP Elitebook 630 G10 - 9H1N9PT,27790000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,13.3
Laptop HP Elitebook 630 G10 - 9J0B7PT,27390000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,13.3
Laptop HP ProBook 450 G10 - 9H8H2PT,30590000.0,NVIDIA GeForce RTX 2050,Intel Core i71355U,16.0,512.0,15.6
Laptop ASUS ROG Strix Scar 18 G834JYR-R6011W,109990000.0,NVIDIA GeForce RTX 4090,Intel Core i914900HX,64.0,2048.0,18.0
Laptop ASUS ROG Strix Scar 16 G634JZR-NM009W,89990000.0,NVIDIA GeForce RTX 4080,Intel Core i914900HX,64.0,2048.0,16.0
Laptop gaming HP Omen 16-wf0130TX,55590000.0,NVIDIA GeForce RTX 4070,Intel Core i713700HX,32.0,1024.0,16.1
Laptop Dell Inspiron 15 3520,16490000.0,Intel Iris Xe Graphics,Intel Core i51235U,16.0,512.0,15.6
Laptop gaming ASUS Tuf Gaming F15 FX507VU-LP198W,26990000.0,NVIDIA GeForce RTX 4050,Intel Core i713620H,8.0,512.0,15.6
Laptop gaming ASUS Tuf Gaming A15 FA507NV-LP061W,29990000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 7 7735HS,16.0,1024.0,15.6
Laptop ASUS Vivobook 14X OLED K3405ZF-KM184W,25990000.0,NVIDIA GeForce RTX 2050,Intel Core i512500H,16.0,512.0,14.0
Laptop gaming ACER Nitro V ANV15-51-55CA,26690000.0,NVIDIA GeForce RTX 4050,Intel Core i513420H,16.0,512.0,15.6
Laptop Dell Mobile Precision Workstation 7680 - 71024676,88200000.0,NVIDIA GeForce RTX 2000,Intel Core i913950HX,32.0,1024.0,16.0
Laptop Dell Mobile Precision Workstation 3581 - 71023331,45300000.0,NVIDIA GeForce RTX A500,Intel Core i713800H,16.0,512.0,15.6
Laptop Dell Mobile Precision Workstation 3581 - 71024677,53900000.0,NVIDIA GeForce RTX A500,Intel Core i713800H,32.0,1024.0,15.6
Laptop Lenovo IdeaPad Slim 5 14IRL8 - 82XD007QVN,20990000.0,Intel UHD Graphics 770,Intel Core i713620H,16.0,512.0,14.0
Laptop Dell Latitude 3540 - 71021487,19390000.0,Intel Iris Xe Graphics,Intel Core i51335U,8.0,256.0,15.6
Laptop Dell Latitude 3540 - 71021489,25790000.0,,,,,
Laptop MSI Modern 15 B12MO-487VN,14990000.0,Intel Iris Xe Graphics,Intel Core i71255U,16.0,512.0,15.6
Laptop HP Pavilion X360 14-ek1047TU - 80R25PA,24990000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,14.0
Laptop Dell Vostro 3530 - V5I3465W1,13190000.0,Intel UHD Graphics,Intel Core i31305U,8.0,512.0,15.6
Laptop HP Elitebook 630 G10 - 873F2PA,27790000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,13.3
Laptop ASUS Vivobook 16 X1605VA-MB105W,14990000.0,Intel UHD Graphics,Intel Core i51335U,8.0,512.0,16.0
Laptop Asus Vivobook 16 M1605YA-MB303W,14690000.0,AMD Radeon Graphics,AMD Ryzen 7 7730U,16.0,512.0,16.0
Laptop ACER Swift 14 SF14-71T-75CV,39190000.0,Intel Iris Xe Graphics,Intel Core i713700H,32.0,1024.0,14.0
Laptop HP ProBook 450 G10 - 873J7PA,20490000.0,Intel Iris Xe Graphics,Intel Core i51340P,16.0,512.0,15.6
Laptop HP 15-fd0081TU,16190000.0,Intel UHD Graphics,Intel Core i51335U,8.0,512.0,15.6
Laptop HP 240 G10 - 8F136PA,19590000.0,Intel UHD Graphics,Intel Core i51335U,16.0,512.0,14.0
Laptop HP 240 G10 - 8F139PA,18890000.0,Intel UHD Graphics,Intel Core i71355U,8.0,512.0,14.0
Laptop Asus TUF Gaming F15 FX507ZC4-HN099W,26990000.0,NVIDIA GeForce RTX 3050,Intel Core i712700H,8.0,512.0,15.6
Laptop Dell Inspiron 3530 - N3530I716W1,22890000.0,NVIDIA GeForce MX550,Intel Core i71355U,16.0,512.0,15.6
Laptop Acer Aspire 3 A314-36M-37FM,9590000.0,Intel UHD Graphics,Intel Core i3N305,8.0,256.0,14.0
Laptop GIGABYTE G5 MF-F2VN333SH,25290000.0,NVIDIA GeForce RTX 4050,Intel Core i512450H,8.0,512.0,15.6
Laptop HP Pavilion X360 14 - ek1048TU,22890000.0,Intel Iris Xe Graphics,Intel Core i51335U,8.0,512.0,14.0
Laptop MSI Katana 15 B13VGK-1211VN,37990000.0,NVIDIA GeForce RTX 4070,Intel Core i713620H,16.0,1024.0,15.6
Laptop gaming Lenovo LOQ 15IRH8 - 82XV000PVN,28490000.0,NVIDIA GeForce RTX 4050,Intel Core i513420H,8.0,512.0,15.6
Laptop Asus Zenbook UX5304VA-NQ125W,34990000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,13.3
Laptop Asus VivoBook 15X OLED S3504VA-L1226W,19390000.0,Intel Iris Xe Graphics,Intel Core i51340P,16.0,512.0,15.6
Laptop Dell Vostro 3520 V5I3614W1,13490000.0,Intel UHD Graphics,Intel Core i31215U,8.0,256.0,15.6
Laptop Asus Vivobook 14X OLED A1403ZA-KM066W,16990000.0,Intel UHD Graphics,Intel Core i512500H,8.0,512.0,14.0
Laptop Asus Vivobook Go 15 E1504FA-NJ454W,14490000.0,AMD Radeon 610M,AMD Ryzen 5 7520U,16.0,512.0,15.6
Laptop Dell Vostro 3430 - 71011900,16790000.0,Intel Iris Xe Graphics,Intel Core i51335U,8.0,512.0,14.0
Laptop gaming ACER Nitro 17 Phoenix AN17-51-50B9,33890000.0,NVIDIA GeForce RTX 4050,Intel Core i513500H,8.0,512.0,17.3
Laptop ACER Predator Helios Neo PHN16-71-7460,37190000.0,NVIDIA GeForce RTX 4050,Intel Core i713700HX,8.0,512.0,16.0
Laptop ACER Predator Helios 16 PH16-71-72BV,53490000.0,NVIDIA GeForce RTX 4070,Intel Core i713700HX,16.0,512.0,16.0
Laptop HP Elitebook 630 G9 - 7K9H3PA,22990000.0,Intel UHD Graphics,Intel Core i51235U,16.0,512.0,13.3
Laptop HP Pavilion X360 14-ek1049TU - 80R27PA,21790000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,14.0
Laptop Acer Aspire 7 A715-76-57CY,16290000.0,Intel UHD Graphics,Intel Core i512450H,8.0,512.0,15.6
Laptop LG Gram 2023 17ZD90R-G.AX73A5,40890000.0,Intel Iris Xe Graphics,Intel Core i71360P,16.0,256.0,17.0
Laptop gaming ASUS TUF Gaming A15 FA507NU-LP034W,31490000.0,NVIDIA GeForce RTX 4050,AMD Ryzen 7 7735HS,8.0,512.0,15.6
Laptop Asus TUF Gaming F15 FX506HF-HN014W,18990000.0,NVIDIA GeForce RTX 2050,Intel Core i511400H,8.0,512.0,15.6
Laptop Asus Zenbook 14 Flip OLED UP3404VA-KN038W,26490000.0,Intel Iris Xe Graphics,Intel Core i51340P,16.0,512.0,14.0
Laptop Asus Vivobook Pro 15 OLED K6502VU-MA090W,39290000.0,NVIDIA GeForce RTX 4050,Intel Core i913900H,16.0,512.0,15.6
Laptop Asus Vivobook S 14 Flip TP3402VA-LZ031W,21790000.0,Intel Iris Xe Graphics,Intel Core i513500H,16.0,512.0,14.0
Laptop ASUS ROG Gaming G614JU-N3777W,34990000.0,NVIDIA GeForce RTX 4050,Intel Core i713650HX,16.0,512.0,16.0
Laptop ASUS ROG Gaming G614JI-N4084W,47990000.0,NVIDIA GeForce RTX 4070,Intel Core i713650HX,16.0,1024.0,16.0
Laptop MSI Katana 15 B13VEK-252VN,27990000.0,NVIDIA GeForce RTX 4050,Intel Core i713620H,8.0,512.0,15.6
Laptop Asus ROG Flow X16 GV601VV-NL016W,54990000.0,NVIDIA GeForce RTX 4060,Intel Core i913900H,16.0,1024.0,16.0
ASUS ROG Strix SCAR 16 G634JZ-N4029W,69990000.0,NVIDIA GeForce RTX 4080,Intel Core i913980HX,32.0,1024.0,16.0
Laptop ACER Predator Helios 16 PH16-71-94N1,117790000.0,NVIDIA GeForce RTX 4080,Intel Core i913900HX,32.0,1024.0,16.0
Laptop Acer Predator Helios 18 PH18-71-94SJ,119990000.0,NVIDIA GeForce RTX 4080,Intel Core i913900HX,32.0,1024.0,18.0
Laptop HP 240 G9,13390000.0,Intel UHD Graphics,Intel Core i31215U,8.0,256.0,14.0
Laptop gaming HP Omen 16-n0085AX,58990000.0,NVIDIA GeForce RTX 3070Ti,AMD Ryzen 9 6900HX,32.0,1024.0,16.1
Laptop HP Envy x360 13-bf0114TU,24990000.0,Intel UHD Graphics,Intel Core i51230U,8.0,512.0,13.3
Laptop HP Envy x360 13-bf0092TU,30390000.0,Intel UHD Graphics,Intel Core i71250U,8.0,512.0,13.3
Laptop gaming HP Victus 15-fa0108TX,30490000.0,NVIDIA GeForce RTX 3050Ti,Intel Core i712700H,16.0,512.0,15.6
Laptop HP EliteBook 840 G9,36990000.0,Intel UHD Graphics,Intel Core i71255U,8.0,512.0,14.0
Laptop HP 245 G9,15390000.0,AMD Radeon Graphics,AMD Ryzen 5 5625U,8.0,256.0,14.0
